Seed, Runtime(s), mecmin
2, 15.01, 149
1, 15.44, 149
4, 15.33, 158
3, 15.55, 146
5, 14.81, 152
6, 14.97, 143
8, 15.42, 143
7, 16.09, 143
9, 15.15, 140
10, 15.71, 146
11, 16.61, 146
12, 16.62, 141
13, 16.06, 134
14, 16.07, 143
16, 15.67, 143
15, 15.87, 149
18, 15.36, 143
17, 15.65, 147
20, 15.84, 134
19, 16.33, 143
22, 15.45, 149
21, 16.50, 140
23, 17.31, 155
24, 17.44, 146
26, 15.69, 155
25, 16.09, 144
28, 16.07, 149
27, 16.14, 152
30, 15.57, 143
29, 16.18, 137
