Seed, Runtime(s), mecmin
1, 56.43, 35
2, 60.43, 35
4, 48.64, 36
3, 52.87, 35
5, 49.88, 36
6, 51.94, 34
7, 51.06, 35
8, 52.66, 35
10, 52.67, 35
9, 53.02, 35
11, 54.59, 35
12, 54.59, 35
14, 50.86, 35
13, 52.27, 35
16, 51.23, 35
15, 53.12, 35
18, 50.71, 35
17, 53.14, 35
19, 51.86, 35
20, 51.94, 35
22, 51.42, 35
21, 52.88, 35
23, 50.13, 35
24, 50.20, 35
26, 50.93, 35
25, 52.70, 35
28, 50.57, 36
27, 59.13, 35
30, 49.59, 35
29, 51.06, 35
