Seed, Runtime(s), mecmin
2, 4.02, 44
1, 4.26, 47
4, 3.91, 47
3, 3.93, 44
5, 3.91, 44
6, 4.19, 44
8, 3.69, 44
7, 3.71, 47
9, 3.80, 49
10, 4.12, 44
12, 3.47, 44
11, 4.19, 44
13, 3.91, 44
14, 4.06, 44
15, 4.06, 44
16, 4.28, 44
18, 3.74, 44
17, 4.13, 44
19, 3.85, 44
20, 4.23, 44
22, 3.87, 44
21, 4.17, 44
24, 3.78, 44
23, 3.91, 43
26, 4.08, 47
25, 4.12, 48
28, 3.83, 44
27, 3.93, 44
30, 3.74, 44
29, 4.32, 47
