Seed, Runtime(s), mecmin
1, 37.82, 86
2, 39.19, 86
4, 35.43, 84
3, 36.56, 81
5, 35.07, 83
6, 35.68, 85
8, 37.11, 89
7, 39.27, 98
10, 39.94, 89
9, 42.21, 81
11, 37.10, 89
12, 37.30, 98
13, 34.42, 92
14, 36.52, 86
15, 34.19, 86
16, 39.06, 80
17, 36.33, 86
18, 36.75, 80
20, 33.98, 86
19, 34.61, 78
21, 35.87, 76
22, 35.96, 83
24, 33.49, 86
23, 37.14, 86
26, 31.43, 85
25, 33.33, 92
27, 34.52, 92
28, 35.26, 82
30, 37.19, 83
29, 38.20, 83
