Seed, Runtime(s), mecmin
1, 4.12, 39
2, 4.57, 39
4, 4.36, 39
3, 4.63, 39
6, 4.92, 39
5, 5.67, 39
7, 4.34, 39
8, 4.98, 39
10, 4.73, 39
9, 5.41, 39
11, 5.31, 39
12, 5.33, 39
14, 4.41, 39
13, 4.80, 39
15, 4.49, 39
16, 4.63, 39
18, 4.78, 39
17, 5.03, 39
19, 4.73, 39
20, 4.81, 39
22, 4.80, 39
21, 5.34, 41
23, 4.36, 39
24, 5.13, 41
25, 5.12, 39
26, 5.28, 41
28, 5.00, 39
27, 5.45, 39
30, 4.57, 39
29, 4.87, 39
