Seed, Runtime(s), mecmin
2, 7.78, 69
1, 8.16, 68
3, 8.54, 66
4, 9.54, 65
5, 11.96, 66
6, 12.21, 65
8, 12.06, 62
7, 12.29, 66
10, 9.05, 65
9, 9.77, 69
12, 9.33, 65
11, 10.00, 66
13, 9.42, 71
14, 9.52, 66
15, 8.74, 62
16, 9.02, 65
17, 8.43, 71
18, 8.90, 66
19, 9.54, 69
20, 10.10, 63
21, 9.76, 63
22, 10.26, 69
24, 10.02, 71
23, 10.20, 69
26, 9.63, 71
25, 10.07, 57
28, 9.72, 62
27, 10.05, 63
30, 9.21, 69
29, 9.53, 71
