Seed, Runtime(s), mecmin
1, 39.37, 48
2, 40.20, 49
3, 35.92, 49
4, 40.69, 51
6, 33.96, 51
5, 34.26, 56
8, 36.33, 50
7, 38.68, 47
10, 33.51, 50
9, 33.91, 49
11, 34.79, 51
12, 36.30, 50
13, 34.12, 54
14, 34.97, 50
16, 33.95, 47
15, 37.65, 48
17, 35.17, 50
18, 35.65, 49
20, 33.40, 48
19, 34.40, 48
21, 35.54, 49
22, 38.17, 53
23, 33.80, 50
24, 33.94, 48
25, 37.34, 50
26, 39.54, 45
27, 35.53, 48
28, 37.55, 49
30, 38.27, 47
29, 38.92, 46
