Seed, Runtime(s), mecmin
1, 11.00, 17
2, 11.19, 18
3, 10.04, 16
4, 11.27, 15
5, 10.84, 15
6, 11.45, 15
8, 11.00, 15
7, 11.19, 15
10, 10.73, 15
9, 11.90, 17
12, 10.76, 15
11, 11.53, 17
13, 10.16, 15
14, 11.95, 15
16, 10.94, 16
15, 11.19, 18
18, 10.56, 15
17, 11.96, 16
20, 11.26, 17
19, 11.77, 15
21, 11.54, 18
22, 11.56, 15
24, 10.76, 16
23, 11.48, 16
25, 10.47, 18
26, 10.60, 16
27, 10.41, 15
28, 10.57, 15
30, 10.56, 18
29, 11.65, 15
