Seed, Runtime(s), mecmin
2, 48.18, 44
1, 48.37, 42
4, 50.73, 42
3, 51.88, 45
6, 47.68, 41
5, 49.16, 42
7, 45.23, 47
8, 45.36, 42
10, 46.67, 42
9, 52.17, 42
12, 43.49, 40
11, 49.43, 42
13, 52.29, 39
14, 54.82, 38
16, 48.81, 41
15, 53.81, 41
17, 52.49, 42
18, 54.19, 41
20, 48.04, 39
19, 48.48, 41
22, 44.69, 41
21, 45.82, 39
24, 43.93, 40
23, 46.37, 44
25, 50.15, 42
26, 50.22, 42
28, 42.18, 44
27, 45.39, 39
29, 42.48, 45
30, 47.43, 48
