Seed, Runtime(s), mecmin
1, 14.89, 51
2, 14.96, 50
4, 14.59, 56
3, 15.08, 54
6, 14.39, 54
5, 14.89, 57
7, 14.50, 56
8, 15.02, 60
9, 15.08, 57
10, 15.36, 60
12, 14.38, 53
11, 14.80, 59
13, 14.50, 54
14, 15.67, 60
15, 14.03, 57
16, 15.14, 60
17, 14.52, 56
18, 15.05, 60
20, 15.40, 53
19, 15.51, 59
21, 14.71, 56
22, 15.39, 57
23, 15.22, 59
24, 15.60, 56
26, 14.93, 57
25, 15.98, 62
28, 15.47, 65
27, 15.48, 56
30, 15.07, 60
29, 15.19, 57
