Seed, Runtime(s), mecmin
2, 22.69, 23
1, 26.89, 24
3, 23.52, 24
4, 24.10, 23
6, 24.28, 24
5, 26.18, 21
7, 23.60, 23
8, 23.96, 21
9, 22.07, 23
10, 25.22, 23
12, 22.13, 25
11, 25.03, 24
14, 24.08, 23
13, 27.29, 24
15, 24.61, 23
16, 26.84, 23
18, 22.03, 23
17, 24.88, 21
19, 21.71, 24
20, 24.72, 23
21, 21.71, 22
22, 24.13, 23
23, 22.70, 21
24, 26.41, 22
25, 24.20, 23
26, 24.33, 24
27, 26.90, 21
28, 27.06, 21
30, 24.08, 21
29, 27.77, 21
