Seed, Runtime(s), mecmin
2, 31.74, 222
1, 31.99, 207
4, 30.64, 213
3, 32.17, 216
5, 30.48, 213
6, 30.89, 219
8, 30.41, 213
7, 30.52, 228
9, 31.21, 181
10, 32.68, 204
12, 29.98, 213
11, 32.91, 228
13, 31.34, 225
14, 33.00, 201
16, 32.26, 186
15, 33.31, 204
17, 32.06, 225
18, 33.13, 225
20, 32.33, 210
19, 33.39, 206
22, 32.09, 204
21, 32.60, 201
23, 32.98, 210
24, 33.62, 228
26, 31.28, 213
25, 32.10, 231
28, 29.67, 231
27, 34.82, 201
30, 29.63, 228
29, 33.04, 198
