Seed, Runtime(s), mecmin
2, 41.10, 23
1, 46.77, 23
4, 35.95, 23
3, 41.74, 23
6, 36.97, 23
5, 39.48, 23
7, 43.89, 23
8, 44.43, 23
9, 40.94, 24
10, 45.69, 23
11, 40.31, 23
12, 46.52, 23
13, 40.65, 23
14, 40.77, 23
15, 38.19, 23
16, 38.30, 22
18, 37.59, 23
17, 48.32, 23
20, 37.44, 24
19, 44.59, 23
21, 36.23, 23
22, 38.12, 23
23, 38.60, 23
24, 40.86, 23
25, 41.77, 23
26, 42.95, 23
28, 43.36, 23
27, 44.40, 23
29, 37.51, 23
30, 39.26, 23
