Seed, Runtime(s), mecmin
1, 7.82, 44
2, 7.91, 44
4, 7.10, 44
3, 7.30, 44
5, 7.57, 44
6, 7.64, 44
7, 7.53, 47
8, 7.76, 44
9, 6.99, 44
10, 8.01, 44
11, 7.38, 50
12, 7.69, 44
13, 7.96, 47
14, 8.18, 44
16, 7.63, 47
15, 7.71, 44
17, 6.68, 44
18, 7.62, 44
20, 7.66, 44
19, 7.95, 44
22, 7.83, 44
21, 8.10, 44
24, 7.06, 47
23, 8.05, 44
25, 7.26, 47
26, 7.99, 44
28, 7.57, 44
27, 7.86, 44
29, 7.29, 44
30, 7.46, 47
