Seed, Runtime(s), mecmin
1, 4.94, 38
2, 5.28, 44
4, 5.08, 41
3, 5.40, 44
5, 5.40, 38
6, 5.46, 45
8, 4.96, 41
7, 5.03, 44
9, 4.98, 40
10, 5.34, 44
11, 4.66, 42
12, 5.11, 44
14, 4.63, 44
13, 4.81, 39
15, 4.56, 48
16, 4.79, 41
17, 3.97, 42
18, 5.09, 41
19, 5.01, 38
20, 5.04, 44
21, 4.17, 39
22, 4.50, 42
23, 4.66, 44
24, 5.08, 41
25, 4.51, 44
26, 4.71, 44
28, 3.88, 38
27, 4.42, 44
29, 4.74, 45
30, 5.04, 44
