Seed, Runtime(s), mecmin
2, 9.47, 50
1, 9.52, 56
3, 8.32, 57
4, 9.06, 48
6, 9.08, 50
5, 9.71, 74
8, 9.09, 54
7, 9.37, 55
10, 9.99, 56
9, 10.03, 56
12, 8.80, 56
11, 8.96, 59
13, 9.54, 51
14, 9.56, 56
15, 8.25, 56
16, 8.97, 56
18, 8.50, 53
17, 8.65, 53
19, 8.47, 56
20, 9.26, 53
22, 8.38, 56
21, 9.24, 59
24, 8.27, 57
23, 8.56, 57
26, 8.30, 60
25, 8.94, 69
28, 8.12, 57
27, 8.98, 63
30, 8.06, 48
29, 9.04, 51
