Seed, Runtime(s), mecmin
1, 4.77, 27
2, 5.06, 23
4, 6.24, 26
3, 6.64, 29
6, 4.70, 27
5, 5.36, 26
7, 5.20, 24
8, 5.68, 26
9, 4.41, 23
10, 5.45, 26
11, 4.26, 26
12, 4.83, 26
14, 4.65, 23
13, 5.51, 26
16, 4.81, 24
15, 5.74, 26
18, 5.20, 29
17, 5.60, 24
20, 4.71, 26
19, 5.35, 24
22, 5.19, 24
21, 5.98, 26
24, 4.85, 26
23, 5.40, 26
25, 5.16, 26
26, 5.54, 26
28, 5.08, 26
27, 5.44, 26
30, 5.15, 24
29, 5.61, 26
