Seed, Runtime(s), mecmin
2, 5.05, 31
1, 5.20, 31
4, 4.89, 31
3, 5.05, 31
5, 4.61, 30
6, 4.82, 29
7, 4.73, 31
8, 4.91, 30
9, 4.81, 30
10, 5.05, 31
11, 5.16, 30
12, 5.43, 32
13, 4.88, 31
14, 5.08, 31
15, 4.75, 32
16, 4.90, 31
18, 5.12, 32
17, 5.30, 32
20, 4.76, 31
19, 5.12, 30
22, 4.41, 29
21, 4.82, 29
24, 4.89, 31
23, 5.17, 31
25, 4.90, 30
26, 5.04, 32
27, 4.30, 30
28, 5.28, 32
29, 4.72, 32
30, 4.76, 30
