Seed, Runtime(s), mecmin
1, 21.76, 62
2, 25.45, 51
3, 23.39, 59
4, 26.24, 59
6, 23.89, 60
5, 24.92, 57
8, 22.69, 59
7, 24.36, 62
9, 21.94, 59
10, 24.12, 60
11, 22.87, 56
12, 22.92, 53
14, 22.82, 54
13, 25.10, 50
15, 25.25, 57
16, 26.36, 54
18, 23.90, 57
17, 24.40, 56
19, 24.25, 56
20, 25.90, 50
22, 23.60, 53
21, 23.90, 56
24, 23.83, 50
23, 25.11, 53
25, 23.25, 51
26, 23.59, 60
27, 23.87, 59
28, 24.85, 51
29, 23.71, 54
30, 23.84, 59
