Seed, Runtime(s), mecmin
1, 79.00, 23
2, 81.47, 24
3, 79.47, 23
4, 86.48, 23
5, 70.98, 23
6, 89.23, 21
7, 66.48, 23
8, 77.32, 22
9, 76.83, 24
10, 79.32, 21
12, 74.47, 24
11, 76.15, 26
14, 66.37, 28
13, 86.47, 24
15, 70.85, 27
16, 75.97, 27
18, 76.52, 27
17, 83.89, 23
20, 71.85, 24
19, 77.15, 24
21, 71.33, 24
22, 84.29, 24
23, 79.26, 26
24, 79.33, 21
26, 70.98, 26
25, 79.41, 23
28, 72.20, 24
27, 82.67, 24
29, 69.36, 27
30, 75.80, 21
