Seed, Runtime(s), mecmin
2, 12.92, 65
1, 13.84, 68
4, 12.58, 62
3, 12.95, 65
5, 11.97, 62
6, 12.86, 65
7, 12.84, 59
8, 13.36, 65
9, 12.09, 68
10, 12.31, 63
11, 12.33, 71
12, 12.47, 68
13, 12.15, 65
14, 12.13, 71
15, 12.09, 65
16, 12.56, 62
17, 10.79, 69
18, 11.13, 63
20, 10.49, 62
19, 11.81, 68
21, 11.97, 63
22, 12.24, 75
24, 11.15, 68
23, 11.24, 65
26, 12.26, 71
25, 12.39, 66
27, 11.71, 71
28, 12.60, 68
29, 11.33, 65
30, 12.49, 68
