Seed, Runtime(s), ecmin
2, 9.43, 582
1, 10.23, 582
4, 9.26, 585
3, 9.35, 588
5, 9.48, 582
6, 9.60, 588
7, 8.97, 582
8, 10.28, 579
9, 9.25, 585
10, 9.37, 585
11, 9.17, 582
12, 9.57, 588
13, 9.53, 585
14, 9.81, 579
16, 8.55, 585
15, 9.37, 579
17, 8.90, 588
18, 9.82, 585
20, 9.17, 582
19, 9.28, 585
21, 9.46, 585
22, 10.64, 582
24, 9.13, 588
23, 10.48, 585
25, 9.04, 585
26, 9.54, 588
27, 8.58, 588
28, 9.72, 579
29, 8.90, 588
30, 9.64, 585
