Seed, Runtime(s), ecmin
2, 11.48, 1095
1, 11.66, 1092
4, 11.64, 1095
3, 11.84, 1098
5, 11.63, 1092
6, 12.73, 1092
7, 11.56, 1098
8, 11.82, 1098
9, 12.30, 1104
10, 13.51, 1098
12, 11.97, 1095
11, 12.51, 1092
14, 12.17, 1095
13, 12.92, 1092
15, 11.73, 1104
16, 12.94, 1095
18, 12.07, 1092
17, 12.34, 1095
19, 11.45, 1101
20, 12.36, 1095
22, 11.27, 1101
21, 11.76, 1089
24, 11.89, 1095
23, 12.37, 1092
25, 11.73, 1098
26, 12.37, 1089
27, 11.94, 1101
28, 12.10, 1092
29, 11.94, 1095
30, 12.13, 1098
