Seed, Runtime(s), ecmin
1, 6.33, 1590
2, 6.99, 1581
3, 6.58, 1581
4, 6.80, 1587
5, 6.58, 1581
6, 6.70, 1575
8, 6.49, 1584
7, 7.08, 1584
9, 6.71, 1584
10, 7.48, 1584
11, 6.47, 1581
12, 6.90, 1581
14, 6.58, 1587
13, 7.97, 1578
16, 7.09, 1584
15, 7.17, 1584
17, 6.98, 1581
18, 7.08, 1587
19, 6.38, 1584
20, 6.52, 1581
22, 6.57, 1587
21, 7.05, 1584
24, 6.44, 1584
23, 7.79, 1575
25, 6.39, 1578
26, 6.61, 1584
28, 6.71, 1587
27, 6.96, 1584
30, 6.96, 1578
29, 7.11, 1587
