Seed, Runtime(s), ecmin
2, 5.67, 1131
1, 5.85, 1131
4, 5.77, 1131
3, 5.91, 1122
6, 5.14, 1134
5, 5.59, 1134
8, 5.12, 1134
7, 5.44, 1128
10, 5.70, 1134
9, 6.06, 1128
12, 5.77, 1131
11, 6.46, 1134
14, 5.57, 1137
13, 6.36, 1134
15, 6.86, 1137
16, 7.10, 1131
18, 6.33, 1128
17, 6.51, 1137
19, 6.36, 1134
20, 7.40, 1134
21, 5.88, 1131
22, 6.02, 1128
23, 5.92, 1134
24, 6.16, 1134
26, 6.15, 1137
25, 6.23, 1137
28, 6.16, 1131
27, 6.42, 1131
29, 5.43, 1140
30, 5.84, 1131
