seed, runtime(s), ecmin
1, 19.99, 1233
2, 18.17, 1239
3, 18.43, 1236
4, 18.52, 1242
5, 18.30, 1233
6, 18.47, 1230
7, 18.16, 1227
8, 18.30, 1242
9, 18.44, 1233
10, 16.90, 1233
11, 18.65, 1230
12, 18.81, 1236
13, 18.13, 1236
14, 18.85, 1236
15, 18.64, 1233
16, 18.06, 1242
17, 17.91, 1236
18, 18.72, 1230
19, 17.99, 1236
20, 18.70, 1239
21, 18.11, 1239
22, 16.63, 1242
23, 18.66, 1236
24, 17.39, 1242
25, 16.88, 1236
26, 17.09, 1233
27, 16.88, 1242
28, 16.91, 1224
29, 16.95, 1236
30, 16.73, 1233
