seed, runtime(s), ecmin
1, 15.79, 1752
2, 14.65, 1755
3, 15.24, 1758
4, 14.34, 1752
5, 14.73, 1749
6, 13.83, 1755
7, 14.45, 1749
8, 14.23, 1758
9, 14.38, 1755
10, 14.48, 1749
11, 14.01, 1764
12, 13.95, 1758
13, 14.04, 1749
14, 14.60, 1758
15, 15.10, 1752
16, 13.88, 1755
17, 14.48, 1752
18, 14.30, 1752
19, 14.99, 1752
20, 14.03, 1755
21, 14.72, 1755
22, 14.68, 1755
23, 14.13, 1752
24, 14.09, 1758
25, 13.22, 1755
26, 13.59, 1755
27, 13.56, 1758
28, 13.79, 1755
29, 13.86, 1761
30, 14.34, 1743
