seed, runtime(s), ecmin
1, 9.68, 1299
2, 8.99, 1290
3, 9.05, 1296
4, 8.73, 1296
5, 9.00, 1293
6, 8.86, 1296
7, 8.53, 1293
8, 8.66, 1296
9, 8.80, 1287
10, 8.48, 1296
11, 8.59, 1296
12, 9.12, 1293
13, 8.75, 1293
14, 8.42, 1290
15, 9.35, 1293
16, 9.10, 1290
17, 8.82, 1293
18, 9.16, 1296
19, 8.51, 1299
20, 9.65, 1296
21, 9.24, 1293
22, 9.49, 1296
23, 9.61, 1296
24, 9.02, 1296
25, 8.88, 1293
26, 8.72, 1287
27, 8.64, 1296
28, 8.69, 1296
29, 8.83, 1290
30, 8.57, 1293
