seed, runtime(s), ecmin
1, 14.99, 1482
2, 13.96, 1485
3, 13.37, 1476
4, 12.74, 1479
5, 12.02, 1482
6, 12.46, 1482
7, 12.65, 1482
8, 12.84, 1473
9, 12.82, 1479
10, 12.76, 1476
11, 13.22, 1479
12, 12.68, 1473
13, 13.17, 1476
14, 13.10, 1476
15, 12.87, 1479
16, 13.46, 1473
17, 12.35, 1479
18, 13.63, 1482
19, 12.21, 1479
20, 12.84, 1473
21, 13.16, 1473
22, 13.87, 1476
23, 13.56, 1482
24, 13.25, 1476
25, 12.51, 1479
26, 12.99, 1482
27, 12.49, 1473
28, 13.12, 1476
29, 12.89, 1473
30, 12.97, 1485
