seed, runtime(s), ecmin
1, 7.91, 693
2, 7.62, 693
3, 7.41, 690
4, 7.71, 693
5, 9.32, 690
6, 8.90, 687
7, 8.53, 687
8, 6.93, 693
9, 7.71, 696
10, 7.77, 696
11, 6.56, 690
12, 8.54, 693
13, 6.65, 690
14, 6.75, 690
15, 7.90, 693
16, 6.21, 687
17, 7.27, 693
18, 6.91, 690
19, 7.01, 687
20, 6.75, 690
21, 6.46, 696
22, 6.49, 696
23, 6.46, 690
24, 6.73, 693
25, 6.91, 693
26, 6.59, 699
27, 7.21, 690
28, 6.29, 693
29, 7.37, 690
30, 6.99, 693
