seed, runtime(s), ecmin
1, 9.13, 2070
2, 7.82, 2070
3, 7.48, 2070
4, 7.79, 2070
5, 7.87, 2070
6, 7.48, 2073
7, 6.91, 2073
8, 7.16, 2067
9, 7.27, 2070
10, 7.63, 2070
11, 7.63, 2067
12, 6.78, 2067
13, 7.31, 2073
14, 7.11, 2073
15, 7.19, 2070
16, 7.23, 2070
17, 7.61, 2073
18, 7.79, 2067
19, 6.70, 2076
20, 6.91, 2073
21, 7.69, 2073
22, 7.54, 2070
23, 7.98, 2067
24, 7.87, 2070
25, 7.22, 2070
26, 8.01, 2073
27, 7.30, 2076
28, 6.85, 2067
29, 8.14, 2067
30, 7.83, 2070
