seed, runtime(s), ecmin
1, 13.66, 879
2, 11.70, 870
3, 12.19, 873
4, 11.15, 876
5, 12.24, 870
6, 11.60, 870
7, 11.80, 870
8, 10.99, 867
9, 11.48, 873
10, 12.98, 870
11, 12.96, 879
12, 11.94, 873
13, 11.72, 870
14, 11.64, 873
15, 11.78, 870
16, 11.61, 870
17, 11.01, 876
18, 11.60, 876
19, 10.78, 867
20, 11.64, 873
21, 11.55, 870
22, 10.90, 870
23, 11.36, 876
24, 10.70, 873
25, 11.45, 870
26, 12.43, 876
27, 10.81, 867
28, 12.18, 873
29, 10.65, 864
30, 11.69, 864
