seed, runtime(s), ecmin
1, 19.08, 690
2, 19.14, 690
3, 18.43, 693
4, 19.04, 690
5, 19.81, 690
6, 17.21, 693
7, 19.32, 684
8, 17.95, 693
9, 21.06, 693
10, 31.35, 690
11, 28.27, 693
12, 28.49, 687
13, 27.87, 687
14, 28.68, 690
15, 27.29, 693
16, 30.30, 690
17, 29.37, 690
18, 29.40, 693
19, 26.34, 690
20, 23.68, 690
21, 25.51, 690
22, 25.15, 684
23, 25.57, 684
24, 25.46, 687
25, 24.06, 690
26, 25.22, 690
27, 24.47, 690
28, 24.00, 690
29, 24.45, 690
30, 24.76, 690
