seed, runtime(s), ecmin
1, 36.59, 1173
2, 32.45, 1173
3, 32.80, 1173
4, 35.11, 1173
5, 33.35, 1173
6, 34.14, 1176
7, 34.16, 1179
8, 31.43, 1170
9, 30.63, 1173
10, 30.90, 1170
11, 30.85, 1176
12, 31.44, 1170
13, 30.60, 1179
14, 30.61, 1170
15, 30.20, 1170
16, 31.53, 1179
17, 31.38, 1173
18, 31.53, 1170
19, 30.53, 1170
20, 32.87, 1167
21, 31.48, 1161
22, 31.54, 1167
23, 31.55, 1170
24, 31.79, 1170
25, 31.04, 1167
26, 31.89, 1173
27, 32.31, 1176
28, 31.94, 1170
29, 34.17, 1167
30, 33.43, 1170
