Seed, Runtime(s), ecmin
1, 17.82, 2193
2, 17.96, 2196
3, 18.23, 2190
4, 18.46, 2190
6, 17.75, 2190
5, 17.92, 2190
8, 18.85, 2187
7, 19.26, 2199
10, 17.19, 2199
9, 17.58, 2193
11, 18.02, 2199
12, 18.58, 2190
14, 18.23, 2187
13, 18.27, 2193
16, 17.97, 2193
15, 17.99, 2187
17, 17.18, 2205
18, 17.85, 2190
19, 17.51, 2196
20, 18.94, 2172
21, 17.48, 2196
22, 17.95, 2196
24, 17.22, 2199
23, 17.34, 2184
25, 17.30, 2193
26, 17.39, 2181
27, 16.75, 2196
28, 16.87, 2193
30, 17.09, 2199
29, 17.56, 2193
