Seed, Runtime(s), ecmin
2, 16.32, 6228
1, 18.26, 6234
3, 17.43, 6231
4, 17.64, 6231
6, 16.79, 6225
5, 18.32, 6228
7, 17.90, 6222
8, 17.93, 6231
9, 17.47, 6231
10, 17.85, 6231
12, 16.70, 6240
11, 17.68, 6219
13, 16.53, 6234
14, 17.20, 6222
16, 17.15, 6219
15, 17.16, 6225
17, 17.19, 6228
18, 17.37, 6237
20, 17.27, 6225
19, 17.42, 6231
21, 16.71, 6222
22, 17.14, 6228
24, 17.01, 6237
23, 17.01, 6225
26, 16.68, 6234
25, 17.50, 6234
28, 17.22, 6228
27, 17.39, 6216
30, 16.86, 6225
29, 17.00, 6234
