Seed, Runtime(s), ecmin
1, 29.44, 2820
2, 30.98, 2820
4, 30.12, 2835
3, 31.51, 2823
6, 31.95, 2832
5, 32.13, 2829
7, 32.50, 2820
8, 32.98, 2820
9, 32.12, 2826
10, 32.95, 2814
12, 31.40, 2829
11, 31.63, 2823
14, 31.92, 2826
13, 32.73, 2820
16, 30.40, 2826
15, 31.69, 2829
18, 30.78, 2811
17, 32.58, 2820
20, 29.69, 2832
19, 31.34, 2826
22, 30.26, 2835
21, 31.73, 2826
24, 30.79, 2832
23, 32.76, 2811
26, 30.01, 2829
25, 30.69, 2820
27, 29.32, 2829
28, 32.31, 2826
30, 30.28, 2823
29, 30.34, 2841
