Seed, Runtime(s), ecmin
2, 48.18, 5139
1, 48.81, 5136
4, 47.53, 5130
3, 47.59, 5124
5, 47.46, 5127
6, 47.94, 5133
8, 46.53, 5136
7, 50.39, 5139
10, 46.00, 5115
9, 50.79, 5136
12, 48.66, 5124
11, 49.55, 5136
14, 46.54, 5136
13, 46.78, 5124
16, 47.01, 5127
15, 48.69, 5124
17, 48.76, 5136
18, 50.55, 5127
20, 46.21, 5133
19, 47.22, 5136
22, 47.65, 5127
21, 50.37, 5124
23, 44.27, 5145
24, 48.75, 5136
25, 44.90, 5136
26, 44.94, 5124
27, 45.72, 5142
28, 46.74, 5124
29, 47.16, 5130
30, 51.04, 5124
